event_source_concept_id,target_concept_id
21143-3,1205
21144-1,1205
21148-2,1204
2115-4,7317
21150-8,968
2116-2,7402
2117-0,7402
21179-7,1205
2118-8,7402
21180-5,1205
2119-6,7402
21190-4,5204
21191-2,5204
21193-8,1662
21198-7,7402
21203-5,2013
21206-8,1204
21210-0,1204
21211-8,1204
21215-9,7310
21216-7,7310
21219-1,2008
21220-9,1205
21226-6,462
21227-4,1204
21235-7,1205
21238-1,1204
21239-9,1662
21241-5,1668
2125-3,1630
21251-4,1204
21252-2,4331
21259-7,4301
2126-1,72
21260-5,1715
21261-3,968
21262-1,5207
21263-9,1801
21264-7,4004
21270-4,1205
21271-2,1205
21272-0,1205
21273-8,1204
2128-7,2013
21281-1,1204
21284-5,5204
21297-7,1205
21298-5,1205
213-9,270
21300-9,4362
21301-7,4362
21305-8,2007
21306-6,2007
21307-4,2007
21313-2,1204
21316-5,270
2132-9,1374
21324-9,1204
21329-8,1204
21331-4,390
21332-2,390
21334-8,390
21335-5,390
21336-3,390
21337-1,390
21338-9,390
21339-7,390
21340-5,390
21341-3,1181
21342-1,1181
21343-9,1181
21347-0,1755
21348-8,1754
21349-6,1616
21350-4,1616
21351-2,1616
21352-0,1494
21353-8,1204
21354-6,1205
21359-5,1205
2136-0,638
21361-1,1683
21362-9,3337
21367-8,270
21369-4,1205
2137-8,638
21374-4,1103
21375-1,1103
21376-9,1205
21389-2,1204
21390-0,1204
21399-1,1204
214-7,270
21400-7,1204
21405-6,4102
2141-0,7420
21419-7,1463
21422-1,477
21423-9,1465
21424-7,1453
21428-8,1205
21429-6,1205
2143-6,462
21433-8,1204
21436-1,1495
21439-5,1205
21440-3,4127
21441-1,4127
21442-9,4245
21453-6,1205
21458-5,629
21459-3,1205
21461-9,1201
21462-7,1201
21466-8,4354
21467-6,4354
21468-4,4354
2147-7,476
21470-0,1205
21471-8,1205
21472-6,1205
21473-4,1204
21474-2,1204
21476-7,2006
21482-5,2004
21483-3,1677
21486-6,1204
2149-3,991
21496-5,1318
21497-3,1318
21499-9,1205
215-4,277
2150-1,991
21501-2,1769
21508-7,1204
21511-1,1319
21513-7,1319
21515-2,1204
21517-8,1204
21518-6,1456
21520-2,1205
21522-8,1457
21523-6,1456
21525-1,2005
21529-3,221
21530-1,221
21538-4,1204
21539-2,1205
21540-0,1205
21544-2,968
21555-8,1136
2157-6,1520
21570-7,1431
21572-3,779
21573-1,779
21574-9,779
21575-6,779
21576-4,779
21577-2,779
21578-0,1204
2158-4,1520
21582-2,969
21584-8,1204
21587-1,622
21588-9,1500
21589-7,1204
21599-6,1204
2160-0,593
21600-2,1204
21603-6,1204
21604-4,1204
21606-9,1414
21609-3,1205
2161-8,627
2162-6,627
2163-4,407
2164-2,407
21667-1,1031
21695-2,8000
217-0,270
2178-2,991
2179-0,991
218-8,270
219-6,277
2190-7,455
2191-5,1802
2192-3,455
2193-1,7414
2195-6,455
2197-2,455
22-4,277
221-2,270
2216-0,478
22169-7,1308
2217-8,477
22170-5,1308
22171-3,1308
22172-1,1308
22173-9,1308
22174-7,1308
22176-2,3309
22177-0,3309
22178-8,3309
22179-6,3309
2218-6,477
22180-4,3309
22181-2,3309
22190-3,1307
22191-1,1307
22192-9,1307
22193-7,1307
222-0,270
2225-1,814
22290-1,1719
223-8,277
2230-1,478
2232-7,477
22350-3,1204
2238-4,1801
2239-2,1801
2243-4,727
2245-9,1801
225-3,270
22568-0,1323
22578-9,1437
22579-7,1204
226-1,270
22632-4,1414
22664-7,591
22665-4,1601
2267-3,455
22679-5,991
2268-1,455
22681-1,991
22682-9,991
22684-5,991
22685-2,991
22686-0,638
22687-8,991
22688-6,991
22690-2,991
22691-0,991
22692-8,991
22693-6,991
22694-4,991
22697-7,991
22698-5,991
22699-3,991
227-9,277
2270-7,1630
22703-3,991
22706-6,991
22707-4,991
22708-2,468
22709-0,991
2271-5,1630
22710-8,991
22711-6,991
22748-8,2001
22759-5,162
2276-4,1213
22763-7,536
22796-7,5291
2282-2,1387
22822-1,1730
22824-7,3780
2283-0,1387
2284-8,1387
22866-8,5291
22867-6,5291
229-5,270
22921-1,1305
22943-5,5291
22944-3,5204
22946-8,5291
22947-6,5291
2295-4,72
22964-1,5291
22965-8,5291
22966-6,5291
22992-2,5222
22993-0,5223
230-3,270
23016-9,5223
23022-7,5291
23023-5,5291
23025-0,5214
23028-4,5291
23045-8,1253
231-1,277
23125-8,1333
23127-4,5291
23143-1,5203
23153-0,4344
23154-8,4344
23155-5,4345
23157-1,4344
23160-5,5291
23201-7,4718
23202-5,4718
23203-3,5291
23232-2,5214
23233-0,5214
23238-9,5249
2324-2,1000
23241-3,240
23243-9,240
23244-7,5215
2325-9,519
23268-6,5291
23276-9,5291
23291-8,5291
23298-3,5291
233-7,270
2333-3,764
23345-2,5249
23346-0,5249
23347-8,5249
23349-4,237
2335-8,1629
234-5,270
2342-4,603
23449-2,1204
2345-7,552
23453-4,1204
23454-2,1204
23455-9,5291
23456-7,1204
23458-3,1204
23485-6,1431
23486-4,1431
2349-9,2007
235-2,277
2350-7,2007
2351-5,2007
2352-3,603
23536-6,1126
23547-3,1253
23558-0,5209
23560-6,5209
2357-2,1518
23588-7,1253
2359-8,1518
23594-5,5205
23595-2,5202
23596-0,5202
23597-8,5202
23598-6,5291
23599-4,5215
23602-6,5207
23603-4,5204
23605-9,5223
23606-7,5204
23607-5,274
23608-3,274
23609-1,274
23610-9,274
23611-7,274
23612-5,274
23613-3,274
23614-1,274
23615-8,274
23616-6,274
23627-3,270
23628-1,270
23629-9,270
23636-4,270
23637-2,270
23638-0,270
23639-8,270
23640-6,270
23641-4,270
23642-2,270
23643-0,270
23649-7,5249
2365-5,991
23650-5,5249
23658-8,270
23659-6,270
2366-3,991
23660-4,6307
23667-9,5222
23676-0,1301
237-8,270
23709-9,270
23710-7,6332
23712-3,270
2373-9,991
2374-7,991
23740-4,270
23744-6,5291
23749-5,566
23750-3,5291
23752-9,5214
23761-0,1104
23763-6,5249
23777-6,1319
23778-4,1319
23783-4,1204
23784-2,1431
23794-1,1202
23795-8,1201
23797-4,1201
23798-2,1201
23799-0,1201
238-6,270
23800-6,1201
23801-4,1202
23802-2,1201
23803-0,1201
23808-9,463
23811-3,4004
23820-4,6307
23821-2,6307
23823-8,5222
23834-5,1204
23841-0,7401
23843-6,4347
23855-0,1204
23863-4,1204
23864-2,1662
23865-9,668
23870-9,4126
23871-7,4126
23876-6,4122
23883-2,777
23890-7,566
23891-5,1630
23892-3,1630
23894-9,1204
23895-6,1204
23897-2,5222
23899-8,534
239-4,277
23901-2,5231
23905-3,1377
23906-1,1377
23909-5,1204
23910-3,1112
23911-1,1112
23912-9,1112
23913-7,1112
23914-5,1112
23915-2,1112
23916-0,1112
23917-8,1112
23918-6,1112
23919-4,1112
2392-9,991
23920-2,1112
23921-0,1112
23922-8,1112
23923-6,1204
23926-9,1205
23927-7,1205
23929-3,1456
2393-7,991
23930-1,1319
23938-4,1205
23950-9,1701
23954-1,1252
23955-8,1252
23974-9,1252
23975-6,1252
23978-0,1301
23980-6,1302
23982-2,1302
23984-8,1301
23991-3,3255
23992-1,3255
24-0,5280
24002-8,5230
24005-1,5230
24009-3,5230
24011-9,4126
24036-6,5291
24039-0,4323
2407-5,638
241-0,270
24102-6,237
24103-4,1104
24104-2,1104
24105-9,1104
24106-7,1104
24107-5,1104
24108-3,7323
24113-3,352
24114-1,1716
24115-8,1718
24116-6,1773
24119-0,3713
24123-2,5201
24124-0,219
24132-3,1201
24147-1,1201
24159-6,1205
24163-8,1202
24165-3,1205
242-8,270
24203-2,3337
24204-0,3337
24215-6,3729
24216-4,3729
24217-2,3732
24218-0,3732
24219-8,3761
24220-6,3761
24221-4,3761
24222-2,3761
24223-0,3761
2423-2,991
24236-2,3313
24237-0,3313
2424-0,991
24242-0,1433
243-6,277
2431-5,991
2436-4,468
24375-8,162
24377-4,1128
24378-2,1011
24379-0,1011
24380-8,1011
24381-6,1011
24383-2,1491
24384-0,1150
24406-1,5249
24412-9,252
24427-7,1241
24429-3,1126
24430-1,5249
24435-0,991
24436-8,991
24437-6,991
24438-4,991
24439-2,991
24440-0,991
24441-8,991
24442-6,991
24443-4,991
24444-2,991
24445-9,991
24447-5,2012
24456-6,7310
24462-4,638
24467-3,1122
2447-1,991
24475-6,1030
24478-0,1201
24479-8,1201
24480-6,1201
24481-4,1201
24482-2,1202
24483-0,1201
24484-8,1202
24485-5,1201
24486-3,1201
24487-1,1202
24488-9,1201
24489-7,1201
2449-7,992
24490-5,1201
24491-3,1201
24492-1,1201
24493-9,1201
24494-7,1201
24495-4,1201
24496-2,1202
24497-0,4347
245-1,270
2450-5,992
24502-7,4347
24503-5,4347
24505-0,4347
24506-8,1201
24507-6,6307
24508-4,6307
24509-2,6307
2451-3,991
24510-0,967
24511-8,1204
24512-6,1201
24513-4,1201
24514-2,1205
24515-9,1201
24516-7,1204
24521-7,477
24522-5,477
24523-3,477
24524-1,477
2458-8,1814
2459-6,1814
246-9,270
2465-3,1385
2466-1,1394
2467-9,1394
2468-7,1394
2469-5,1394
247-7,277
2472-9,1816
2473-7,1816
2478-6,777
2482-8,1482
2483-6,783
2484-4,780
249-3,5280
25-7,271
2509-8,991
25091-0,756
25092-8,991
25095-1,7310
25096-9,7310
251-9,277
2510-6,991
25109-0,991
25110-8,991
25119-9,991
25127-2,629
25128-0,991
25138-9,991
25139-7,991
25144-7,2009
25146-2,2009
25147-0,2009
25148-8,2009
25149-6,2009
25150-4,2009
25153-8,2009
25154-6,2009
25155-3,2009
25156-1,219
25157-9,219
25159-5,219
25160-3,219
25161-1,2009
25162-9,219
25163-7,2009
25164-5,1103
25165-2,1103
25166-0,638
25167-8,638
25174-4,274
25175-1,274
25176-9,274
25177-7,274
25178-5,274
25179-3,274
25180-1,274
25181-9,274
25182-7,274
25183-5,274
25184-3,274
25185-0,274
25186-8,274
25187-6,274
25188-4,274
25189-2,274
25190-0,274
25191-8,274
25192-6,274
25194-2,274
25195-9,274
25196-7,274
25198-3,274
25199-1,274
25200-7,274
25201-5,274
25202-3,274
25203-1,274
25204-9,274
25205-6,274
25206-4,274
25207-2,274
25208-0,274
25209-8,274
25210-6,274
25211-4,274
25212-2,274
25213-0,274
25214-8,274
25215-5,274
25216-3,274
25217-1,274
25218-9,274
25219-7,274
25220-5,274
25221-3,274
25222-1,274
25223-9,274
25224-7,274
25225-4,274
25226-2,274
25227-0,274
25228-8,274
25229-6,274
25230-4,274
25231-2,274
2524-7,530
2527-0,1521
25297-3,3761
253-5,5280
25301-3,991
25303-9,1416
25304-7,991
25305-4,991
25310-4,274
25311-2,1511
25315-3,461
25317-9,455
25318-7,991
25319-5,991
25320-3,991
25322-9,991
25326-0,991
25327-8,991
25328-6,1204
2534-6,1521
25345-0,1205
25358-3,756
25362-5,624
25363-3,3310
25364-1,3310
25366-6,274
25367-4,274
25368-2,1205
25370-8,1205
25372-4,7401
25373-2,7317
25375-7,1628
25376-5,991
25383-1,1205
25388-0,991
25389-8,4321
25390-6,822
25391-4,455
25392-2,3255
25396-3,1205
25397-1,4328
25398-9,4329
25400-3,4301
25401-1,1801
25406-0,4324
25407-8,4324
25408-6,1204
25409-4,6332
25410-2,6332
25411-0,270
25415-1,1387
25416-9,1753
25418-5,1758
25419-3,1757
25421-9,1768
25422-7,4355
25423-5,4358
25427-6,991
25429-2,991
25430-0,991
25431-8,991
25434-2,638
25438-3,638
25440-9,991
25441-7,991
25442-5,1205
25443-3,991
25444-1,1620
25445-8,1620
25446-6,1620
25447-4,703
25450-8,991
25452-4,5280
25459-9,565
25460-7,991
25461-5,557
25462-3,557
25463-1,567
25464-9,991
25465-6,1204
25473-0,478
25474-8,478
25476-3,991
25477-1,991
25485-4,1204
25489-6,478
25491-2,991
25493-8,1204
25494-6,638
25495-3,991
25496-1,1204
25499-5,1489
255-0,277
25503-4,991
25506-7,1626
25510-9,991
25517-4,1205
25522-4,1205
25523-2,991
25524-0,364
25525-7,1205
25530-7,1622
25533-1,991
25539-8,1204
25540-6,991
25546-3,991
25547-1,991
25553-9,991
25565-3,1204
25566-1,1204
25586-9,1204
25595-0,271
25596-8,270
25597-6,270
25607-3,271
25608-1,270
25609-9,1205
2561-9,991
25610-7,1204
25615-6,1205
25616-4,1205
2562-7,991
25634-7,1205
25637-0,5280
25638-8,823
25653-7,270
25663-6,412
25666-9,412
25669-3,412
25672-7,412
25673-5,412
25676-8,412
25677-6,412
25681-8,1572
25683-4,1572
2570-0,666
25700-6,1572
25701-4,1205
25702-2,270
25703-0,1205
25704-8,1205
2571-8,996
25714-7,1205
25715-4,1205
25722-0,5280
25723-8,270
25725-3,1495
25728-7,1204
25729-5,1765
25730-3,1762
25731-1,4354
25743-6,1205
25744-4,1205
25746-9,1451
25748-5,1465
25749-3,1318
25750-1,1318
25757-6,4355
25788-1,1323
258-4,270
25800-4,274
25801-2,1204
25802-0,1204
25813-7,6361
25815-2,1204
25817-8,1414
25818-6,1414
25819-4,1414
25821-0,1204
25822-8,1204
25823-6,1204
25824-4,1204
25825-1,1204
25826-9,1204
25827-7,1204
25828-5,1204
25835-0,4122
25843-4,991
25844-2,991
25845-9,463
25846-7,991
25847-5,991
25848-3,991
25849-1,991
25852-5,461
25853-3,991
25854-1,991
25856-6,991
25857-4,991
25858-2,991
25859-0,991
2586-6,991
25860-8,991
25861-6,991
25862-4,991
25863-2,991
25864-0,991
25865-7,991
2587-4,991
25872-3,756
25876-4,2013
25877-2,991
25878-0,991
25879-8,2008
25880-6,2008
25881-4,638
25882-2,476
25883-0,476
25884-8,476
25885-5,476
25886-3,627
25887-1,991
25888-9,991
2589-0,1533
25891-3,991
25892-1,991
25893-9,991
25894-7,991
25895-4,455
25898-8,7310
259-2,270
2590-8,1519
25906-9,477
25907-7,1506
25908-5,477
25909-3,477
25914-3,991
25915-0,991
25916-8,2007
25917-6,991
25918-4,991
25919-2,991
25920-0,991
25921-8,991
25922-6,991
25923-4,638
25924-2,638
25926-7,991
25927-5,991
25928-3,991
25929-1,991
25930-9,468
25931-7,468
25932-5,991
25933-3,991
25934-1,991
25938-2,991
25939-0,991
25941-6,991
25942-4,991
25952-3,991
25953-1,991
25954-9,2012
25955-6,477
25956-4,991
25957-2,991
25958-0,991
25959-8,991
25960-6,1204
25963-0,477
25964-8,477
25965-5,991
25966-3,991
25967-1,1204
25968-9,638
25969-7,991
2597-3,584
25970-5,991
25971-3,466
25973-9,629
25974-7,991
25975-4,991
25976-2,991
25979-6,991
2598-1,2012
25980-4,991
25982-0,1205
25983-8,1205
25985-3,991
25987-9,701
25988-7,991
25989-5,991
2599-9,2012
25993-7,4358
25994-5,991
25995-2,991
25996-0,991
25997-8,622
26-5,277
260-0,277
26000-0,638
26001-8,991
26002-6,991
26003-4,467
26004-2,467
26005-9,1414
26007-5,4328
26008-3,4328
2601-3,584
26026-5,1204
26027-3,219
26029-9,1205
26030-7,1205
26032-3,1205
26033-1,1106
26035-6,364
26036-4,1204
26037-2,1204
26038-0,1204
26044-8,1205
26048-9,1205
26049-7,1204
2605-4,1630
26050-5,1204
26051-3,219
26052-1,219
26059-6,1253
26060-4,1253
2608-8,468
2609-6,468
2614-6,559
2615-3,559
2616-1,559
2617-9,559
2618-7,559
262-6,270
2623-7,991
2624-5,991
263-4,270
2635-1,1665
2636-9,665
2639-3,1575
264-2,277
26444-0,1104
26445-7,5222
26446-5,1104
26449-9,1104
26450-7,1104
26451-5,5231
26453-1,1104
26454-9,5231
26455-6,5231
26457-2,5231
26458-0,5231
26464-8,1104
26465-5,5231
26466-3,5231
26468-9,5231
26469-7,5231
26471-3,1104
26474-7,1104
26475-4,5231
26476-2,5231
26477-0,1104
26478-8,1104
26479-6,5231
26483-8,5231
26484-6,1104
26485-3,1104
26486-1,5231
26490-3,5231
26496-0,70
26498-6,1104
26499-4,1104
26500-9,5231
26502-5,5231
26503-3,70
26504-1,5231
26505-8,1104
26507-4,1104
26508-2,1104
26511-6,1104
26512-4,5231
26515-7,1104
26521-5,70
26523-1,1104
26524-9,1104
26539-7,412
26541-3,412
26543-9,412
26544-7,412
26554-6,412
26555-3,412
26568-6,1103
26569-4,1103
26570-2,1122
26571-0,1103
26572-8,1103
26573-6,1122
26574-4,991
26575-1,991
26576-9,991
26577-7,991
26581-9,991
26582-7,991
26601-5,991
26615-5,1103
26616-3,1103
26623-9,1254
2666-6,478
2667-4,477
26671-8,4362
26679-1,673
2668-2,477
26680-9,991
26683-3,662
26686-6,662
26687-4,673
26689-0,673
2669-0,478
267-5,270
2670-8,477
26703-9,1457
26704-7,5291
26706-2,467
26707-0,679
26708-8,1630
26709-6,1414
2671-6,477
26715-3,1307
26725-2,991
26726-0,991
26728-6,1103
26729-4,1495
26736-9,1662
26738-5,991
26739-3,1414
26740-1,991
26741-9,991
26742-7,659
26746-8,584
26747-6,659
26752-6,407
26759-1,1103
26776-5,1662
26784-9,1668
26785-6,659
268-3,270
2680-7,991
26801-1,2004
2681-5,991
26812-8,1414
26814-4,1385
26816-9,1668
26847-4,1662
2685-6,1808
26850-8,662
26851-6,662
26858-1,1103
26878-9,662
26880-5,1456
26885-4,268
26898-7,662
26899-5,662
269-1,277
26900-1,662
26901-9,662
26919-1,991
26921-7,1103
26927-4,1747
2693-0,1630
26931-6,1812
26942-3,1757
26943-1,455
26944-9,455
26950-6,455
26960-5,1630
26961-3,991
26962-1,991
26963-9,991
26964-7,991
26965-4,991
26966-2,991
26967-0,991
26969-6,1490
2697-1,1138
26971-2,1465
26975-3,1457
26978-7,663
26982-9,1103
26983-7,1103
26989-4,6361
26991-0,659
26993-6,659
26994-4,659
26995-1,1659
26997-7,1103
26999-3,991
2700-3,2013
27005-8,1414
27006-6,1414
27008-2,1414
2701-1,2013
27011-6,1103
27014-0,777
27016-5,1414
2703-7,999
27038-9,1830
2704-5,999
27043-9,991
27044-7,991
27045-4,5201
27046-2,991
27047-0,991
27048-8,1457
27049-6,673
27050-4,673
27051-2,1670
27052-0,659
27053-8,659
27055-3,477
27056-1,991
27057-9,364
27059-5,662
27071-0,1122
27074-4,659
2708-6,999
27082-7,4117
27083-5,662
27084-3,662
27085-0,659
2709-4,999
27091-8,624
27097-5,991
271-7,270
27105-6,659
27109-8,668
2711-0,1612
27110-6,455
27112-2,5231
27116-3,659
27122-1,584
27123-9,563
27129-6,565
2713-6,999
2714-4,999
2715-1,999
27165-0,673
27167-6,1307
27168-4,1753
27169-2,1501
27172-6,1630
27174-2,777
27185-8,1307
27186-6,1630
27188-2,659
27189-0,659
27190-8,659
27191-6,1670
27192-4,1668
27193-2,659
27194-0,662
27197-3,667
272-5,270
27204-7,659
27207-0,659
27212-0,477
27213-8,659
27221-1,477
27222-9,2013
27224-5,672
27226-0,1659
27232-8,566
27251-8,659
27255-9,1630
27257-5,1626
27263-3,659
27264-1,679
27266-6,4336
27267-4,468
27277-3,659
2729-2,785
27291-4,991
27292-2,991
27296-3,991
27299-7,659
273-3,277
27304-5,991
27309-4,6307
2731-8,983
27313-6,6307
27317-7,991
27318-5,1313
27321-9,659
27322-7,991
27323-5,991
27325-0,991
27326-8,991
27341-7,991
27342-5,4324
27345-8,1114
27346-6,659
27354-0,1204
27356-5,659
27358-1,659
27378-9,630
27391-2,4312
27400-1,638
27404-3,3309
27412-6,659
27414-2,280
27416-7,1457
27417-5,4312
27419-1,1626
2742-5,523
27424-1,7310
27426-6,4358
27438-1,1027
2744-1,999
27441-5,1626
2745-8,999
275-8,270
2752-4,70
2755-7,1419
2756-5,630
276-6,270
2766-4,991
2767-2,991
277-4,277
2777-1,563
2778-9,629
2779-7,629
27811-9,189
27812-7,188
27813-5,1028
27814-3,1032
27815-0,173
27816-8,1013
27818-4,191
27819-2,191
27820-0,1027
27821-8,1025
27822-6,190
27823-4,1026
27831-7,1183
27876-2,1103
27877-0,1103
27878-8,1103
27879-6,1103
27892-9,991
27893-7,1103
279-0,270
27904-2,991
27907-5,290
27911-7,991
27915-8,1628
27921-6,1662
27924-0,4362
27927-3,673
27930-7,5230
27932-3,5210
27936-4,5210
27938-0,1319
27939-8,7310
27944-8,756
27945-5,3248
27948-9,3744
27966-1,3337
27977-8,477
27978-6,468
27982-8,1302
27985-1,1302
27986-9,1302
27992-7,1302
28-1,270
280-8,270
28002-4,1302
28003-2,1609
28009-9,221
2802-7,991
28036-2,1302
28037-0,1302
28039-6,1302
28040-4,1302
28043-8,1302
28048-7,1302
28053-7,1302
28054-5,1302
28055-2,1302
28056-0,1302
28057-8,1302
28058-6,1302
28059-4,1669
28061-0,1659
28062-8,1302
28064-4,1678
28067-7,1120
28069-3,1630
28070-1,1630
28073-5,1669
281-6,277
2818-3,638
2823-3,1609
2826-6,1626
2828-2,1621
2829-0,2006
2833-2,455
2834-0,455
2839-9,334
2842-3,343
2846-4,991
2847-2,991
28539-5,1104
28540-3,1104
28541-1,1104
28542-9,1104
28545-2,219
28548-6,1313
28549-4,5207
28559-3,1120
2857-1,7318
2858-9,1613
28590-8,991
28593-2,991
28594-0,991
28595-7,991
28596-5,991
28598-1,991
28599-9,991
28600-5,991
28601-3,991
28603-9,991
28606-2,991
28608-8,991
28609-6,991
2861-3,611
28612-0,3337
2862-1,1572
2863-9,693
28638-5,999
2864-7,614
28640-1,999
28642-7,999
28643-5,1612
28644-3,999
28646-8,999
28648-4,999
2865-4,1572
28652-6,186
2866-2,693
2867-0,614
2868-8,1572
2869-6,693
287-3,270
2870-4,614
2871-2,1572
2872-0,693
2873-8,614
2874-6,1572
2875-3,693
2876-1,611
2877-9,1572
2879-5,1613
288-1,270
2880-3,1613
2881-1,691
2882-9,691
2883-7,691
2885-2,1610
2886-0,691
2889-4,2004
289-9,277
2890-2,2004
2893-6,1123
2894-4,1123
2895-1,1123
29-9,270
2900-9,7305
2901-7,7305
291-5,270
2912-4,1527
2913-2,1527
29141-9,478
29142-7,478
2915-7,776
2917-3,776
2918-1,776
292-3,270
29207-8,1678
29208-6,1323
29209-4,662
2921-5,7301
29211-0,1658
29212-8,325
29215-1,327
29216-9,327
29217-7,1675
29218-5,328
29219-3,665
2922-3,7301
29223-5,1670
29224-3,332
29225-0,1670
29226-8,1677
29227-6,1660
29229-2,340
2923-1,7301
29239-1,1206
29247-4,1377
29254-0,270
29255-7,270
29256-5,219
29258-1,270
29259-9,1104
29260-7,1104
29261-5,1104
29262-3,1104
29263-1,1021
29265-6,578
29280-5,1021
29294-6,659
293-1,277
29314-2,1701
29315-9,274
29323-3,659
29324-1,659
29325-8,659
29326-6,659
29338-1,1678
29339-9,1678
29340-7,1103
29341-5,1103
29344-9,662
29348-0,662
29350-6,1103
29352-2,1660
29353-0,455
2937-1,991
29370-4,1662
29371-2,1662
29372-0,659
29374-6,1457
2938-9,991
29380-3,662
29381-1,662
29384-5,1668
29385-2,1668
29386-0,662
29387-8,659
2939-7,364
29399-3,1669
2940-5,364
29400-9,659
29401-7,1675
29402-5,665
29405-8,665
29406-6,665
29407-4,665
29408-2,665
29409-0,665
2941-3,364
29410-8,665
29411-6,665
2942-1,358
29496-7,1478
29497-5,1478
29498-3,1478
295-6,5280
2951-2,1609
2952-0,1626
29520-4,466
29522-0,991
29527-9,2013
2953-8,1626
29534-5,1205
29539-4,4122
29541-0,4122
2955-3,2005
2956-1,2005
29566-7,1253
29567-5,1253
2959-5,2005
29592-3,1659
29598-0,1659
29599-8,1659
29600-4,1659
29601-2,1659
29609-5,4124
29610-3,4120
29612-9,1659
29616-0,1204
29618-6,1204
29619-4,1659
2963-7,7423
29636-8,1622
29641-8,1463
29642-6,1463
29643-4,1463
29652-5,1665
29660-8,1764
29661-6,3255
29662-4,3777
29663-2,3255
29665-7,1318
2967-8,1630
2969-4,1500
297-2,277
29702-8,1317
29722-6,5291
29745-7,1573
29746-5,1573
29760-6,1601
29763-0,1123
29770-5,906
29771-3,1629
29775-4,780
29776-2,5219
2982-7,991
2986-8,1136
29861-2,1204
29862-0,1205
29878-6,991
29879-4,455
29891-9,5234
29898-4,1302
299-8,270
2990-0,701
29901-6,1754
2991-8,701
29911-5,1630
29912-3,1630
29937-0,679
29942-0,2008
29943-8,566
29945-3,635
2995-9,461
29954-5,1457
29955-2,3337
29958-6,1457
2996-7,461
29963-6,1490
29964-4,1457
29965-1,1457
29966-9,1453
29967-7,1462
29991-7,1021
29992-5,5209
29993-3,5210
29996-6,1459
29998-2,1498
3-4,270
30-7,277
300-4,270
30003-8,1133
30008-7,1141
30009-5,1021
30010-3,1302
30011-1,1302
30012-9,1302
30013-7,1302
30014-5,1302
30015-2,1302
30016-0,1302
30017-8,1302
30018-6,1302
30019-4,1302
30020-2,1302
30021-0,1302
30036-8,6307
30037-6,1201
30041-8,1205
30042-6,1671
30043-4,1205
30045-9,1241
30046-7,3337
30047-5,991
30048-3,991
30049-1,991
30050-9,991
30051-7,991
30052-5,991
30053-3,991
30054-1,991
30055-8,991
30056-6,991
30057-4,991
30058-2,991
30059-0,991
30061-6,991
30062-4,991
30063-2,991
30064-0,991
30065-7,991
30066-5,991
30067-3,991
30068-1,991
30074-9,1120
30078-0,1622
30079-8,5201
30081-4,1572
30082-2,1572
30083-0,1716
30086-3,1018
30087-1,1204
30088-9,1204
30089-7,219
3009-8,991
301-2,277
3010-6,991
30107-7,1659
30109-3,659
30110-1,659
30112-7,1659
30113-5,1103
30114-3,1103
30115-0,1103
30118-4,1103
30119-2,1103
30120-0,1103
30124-2,1511
30125-9,1204
30126-7,1204
30127-5,1204
3013-0,821
30131-7,316
30140-8,1620
30141-6,1620
30142-4,1620
30151-5,1212
30155-6,1109
30156-4,1109
3016-3,1208
30161-4,991
30163-0,967
30164-8,1202
30167-1,4127
30168-9,1204
30171-3,476
30172-1,476
30173-9,476
30180-4,1104
30182-0,1201
30183-8,1201
30184-6,1201
30185-3,1201
30186-1,1201
30187-9,1202
30188-7,1201
30189-5,1201
30201-8,1151
30226-5,1021
30229-9,1104
30231-5,1452
30239-8,517
3024-7,1207
30243-0,7402
30248-9,1822
30250-5,1662
30251-3,412
30252-1,412
30263-8,412
30264-6,412
30266-1,412
30267-9,412
303-8,270
30314-9,1151
30320-6,1103
30323-0,182
30324-8,4318
30341-2,1124
30342-0,1457
30343-8,1497
30347-9,7890
30348-7,991
30352-9,1104
30355-2,1747
30359-4,1459
30364-4,1122
30365-1,1103
30370-1,999
30373-5,5230
30374-3,5231
30375-0,5210
30376-8,1104
30377-6,5230
30379-2,218
30380-0,218
30382-6,1630
30383-4,5201
30384-2,1104
30385-9,1104
30386-7,1104
30387-5,5231
30391-7,221
30396-6,5230
30397-4,1104
304-6,270
3040-3,524
30400-6,1104
30401-4,5230
30402-2,5231
30404-8,1630
30405-5,221
30406-3,1104
30410-5,5231
30412-1,1104
30413-9,1104
30420-4,1104
30421-2,5230
30422-0,1104
30423-8,1104
30424-6,1104
30425-3,5230
30428-7,1104
30433-7,1104
30434-5,1104
30435-2,5231
30440-2,1104
30441-0,1104
30444-4,1104
30445-1,1104
30446-9,1104
30448-5,5201
30449-3,1104
30450-1,1104
30451-9,1104
30458-4,1104
30459-2,1104
30461-8,1630
30464-2,1104
30465-9,1104
30466-7,1104
30471-7,1671
305-3,277
30508-6,455
30509-4,455
3051-0,1210
30515-1,463
30521-9,777
30522-7,1804
30523-5,4102
30526-8,1301
30528-4,638
30529-2,638
30535-9,1472
30543-3,1112
30552-4,7305
30554-0,805
30556-5,1457
30563-1,991
30571-4,467
30575-5,1414
3062-7,1630
3063-5,1630
307-9,270
3072-6,991
308-7,270
3080-9,991
3081-7,991
3084-1,532
3086-6,622
3087-4,622
3089-0,622
30894-0,714
309-5,277
3091-6,591
30931-0,566
30934-4,1821
30983-1,1204
30984-9,1204
30985-6,1204
30986-4,1204
30987-2,1204
30989-8,1205
