event_source_concept_id,target_concept_id
6032-7,1204
6033-5,1205
6034-3,1204
60340-7,2009
6035-0,1205
6037-6,1205
6038-4,1204
6039-2,1205
604-9,5230
6040-0,1204
6041-8,1204
60418-1,5261
60419-9,5261
6042-6,1205
60420-7,5261
60421-5,967
60428-0,1431
60433-0,220
60434-8,1103
60435-5,1103
60436-3,1103
60437-1,1103
6045-9,1205
60454-6,1204
60456-1,1103
60457-9,1103
6046-7,1204
60463-7,1482
60464-5,1205
60467-8,1659
60468-6,1674
60473-6,1104
60474-4,1109
6048-3,1205
6049-1,1204
605-6,5216
6050-9,1205
6051-7,1205
60514-7,659
60518-8,1624
6052-5,1205
60520-4,5231
60526-1,1104
6053-3,1204
60533-7,1313
60535-2,270
60536-0,1181
60539-4,969
6054-1,1205
60554-3,1103
6056-6,967
60564-2,274
60565-9,274
6057-4,1205
6058-2,1204
606-4,5231
6060-8,1204
6061-6,1205
6062-4,1205
6063-2,1205
6065-7,1205
6066-5,1204
6067-3,1205
60677-2,662
60678-0,2004
6068-1,1205
6069-9,1204
6070-7,1204
6071-5,1205
6072-3,968
6073-1,1205
6074-9,968
6075-6,1204
6076-4,1205
6077-2,1205
608-0,5209
6080-6,1205
6081-4,1205
6082-2,1205
6083-0,1205
6084-8,1204
6085-5,1204
6087-1,1205
6088-9,1204
6089-7,1204
609-8,5213
6090-5,1204
6091-3,1204
6092-1,1205
6093-9,1204
6094-7,1204
6095-4,1204
6096-2,1204
6097-0,1205
6098-8,1204
61-2,270
610-6,5231
6100-2,1204
6101-0,1205
61029-5,1667
6103-6,1204
61030-3,667
61031-1,667
61032-9,1667
61033-7,667
61034-5,667
61035-2,1667
61036-0,667
61037-8,667
61038-6,667
61039-4,667
61040-2,667
61041-0,667
61044-4,667
6105-1,1205
61051-9,667
61055-0,667
6106-9,1205
61060-0,667
61061-8,667
61064-2,1667
61067-5,672
6107-7,1205
61070-9,667
61071-7,667
61072-5,667
61073-3,667
61074-1,667
61078-2,667
61079-0,667
6108-5,1204
61080-8,667
61085-7,667
61088-1,667
6109-3,1204
61091-5,667
61092-3,667
61093-1,667
61096-4,672
61098-0,667
61099-8,1622
611-4,5231
6110-1,1204
61100-4,1622
61102-0,4242
6111-9,1204
61121-0,1103
61122-8,1103
6113-5,1204
6114-3,1204
61140-0,968
6115-0,1204
61151-7,1806
61152-5,1806
6116-8,1204
61179-8,1104
6118-4,1204
61180-6,1104
61181-4,1104
61182-2,1104
61183-0,1103
61188-9,270
6119-2,1204
61199-6,805
6120-0,1204
61201-0,1201
61202-8,1201
61203-6,1201
61204-4,1201
61205-1,1204
61206-9,1204
61207-7,1204
61208-5,1204
61209-3,1205
6121-8,1204
61210-1,1205
61211-9,1205
61212-7,1204
61213-5,1205
61214-3,1204
61215-0,1204
61216-8,1205
61217-6,1204
61218-4,1205
61219-2,1205
6122-6,1205
61221-8,1204
61223-4,1205
61224-2,1204
61225-9,1204
61226-7,1205
61227-5,1204
61228-3,1204
61229-1,1204
6123-4,1204
61231-7,1204
61232-5,1205
61233-3,1205
61234-1,1205
61235-8,1204
61236-6,1204
61237-4,1204
61239-0,1205
6124-2,1204
61240-8,1204
61241-6,1205
61242-4,1204
61243-2,1204
61244-0,1205
61245-7,1205
61246-5,1205
61247-3,1205
61248-1,1205
61249-9,1204
6125-9,1205
61250-7,1205
61251-5,1204
61252-3,1205
61253-1,1204
61254-9,1204
61255-6,1204
61256-4,1204
61257-2,1204
61258-0,1204
61259-8,967
6126-7,1204
61260-6,968
61261-4,1204
61262-2,1205
61263-0,1204
61264-8,1204
61265-5,1205
61266-3,1205
61267-1,1204
61269-7,1205
61270-5,1205
61271-3,1204
61272-1,1205
61273-9,1205
61274-7,1204
61275-4,1204
61276-2,968
61277-0,968
61278-8,968
61279-6,1204
6128-3,1204
61280-4,1205
61281-2,1205
61282-0,1204
61283-8,1205
61284-6,1204
61285-3,1205
61286-1,1204
61287-9,1205
61288-7,1205
61289-5,1205
6129-1,1204
61290-3,1205
61291-1,1205
61292-9,1205
61293-7,1205
61294-5,1205
61295-2,1205
61296-0,1204
61297-8,1204
61298-6,1204
61299-4,1204
613-0,280
6130-9,1205
61300-0,1205
61301-8,1204
61302-6,1204
61303-4,1204
61304-2,1204
61305-9,1204
61306-7,1205
61307-5,1205
61308-3,1204
61309-1,1205
6131-7,1205
61310-9,1205
61311-7,1204
61312-5,1205
61313-3,1205
61316-6,1204
61317-4,1205
61318-2,1205
61319-0,1205
6132-5,1205
61320-8,1205
61321-6,1204
61322-4,1204
61323-2,1205
61324-0,1205
61325-7,967
61326-5,1205
61327-3,1205
61328-1,1205
61329-9,1205
61330-7,1205
61331-5,1205
61332-3,1205
61333-1,1204
61335-6,1205
61336-4,1204
61337-2,1204
61338-0,1205
61339-8,1205
6134-1,1204
61340-6,1204
61345-5,1205
61347-1,1205
61348-9,1204
61349-7,1204
6135-8,1204
61355-4,274
6136-6,1205
6137-4,1204
61372-9,24
61373-7,24
61374-5,24
61375-2,24
61376-0,24
61377-8,24
61378-6,24
61379-4,24
6138-2,1204
61380-2,24
61381-0,24
61382-8,24
61383-6,24
61384-4,24
61385-1,24
61386-9,24
61387-7,24
61388-5,24
61389-3,24
6139-0,1205
61390-1,24
61391-9,24
61392-7,24
61393-5,24
61394-3,24
61395-0,24
61396-8,24
61407-3,665
6141-6,1204
61411-5,665
61412-3,663
61413-1,665
61414-9,665
61415-6,663
61416-4,665
61417-2,665
61418-0,668
61419-8,665
6142-4,967
61420-6,659
61421-4,659
61422-2,659
61423-0,659
61425-5,659
61426-3,665
61427-1,663
61428-9,665
6143-2,1204
6145-7,1204
6147-3,968
6148-1,968
6149-9,968
6150-7,1204
6151-5,1204
6152-3,1204
6153-1,1204
6154-9,1205
6155-6,1205
6156-4,1204
6158-0,966
6159-8,1205
6160-6,1204
6161-4,1205
6162-2,1204
6164-8,1204
6165-5,1205
6166-3,1204
6167-1,1205
6168-9,1204
6169-7,1204
617-1,5223
6170-5,1204
6171-3,1204
6173-9,1204
6174-7,1205
6175-4,1204
6177-0,1204
6178-8,1204
6179-6,1204
6180-4,1204
6181-2,1204
6182-0,1204
6183-8,1204
6185-3,1205
6186-1,1204
6187-9,1204
6188-7,1205
6189-5,1204
619-7,5231
6190-3,1205
6192-9,1204
6193-7,1205
6194-5,1205
6195-2,1204
6196-0,1204
6197-8,1204
6198-6,967
6199-4,1204
62-0,277
620-5,5214
6200-0,1204
6201-8,1204
6202-6,1204
6203-4,1205
6204-2,1205
6205-9,1205
6206-7,1205
6207-5,1205
6208-3,1205
6209-1,1204
621-3,5231
6210-9,968
6211-7,1204
6212-5,1204
6213-3,1204
6214-1,1205
6216-6,1204
6217-4,1204
6218-2,1205
6219-0,1205
622-1,5210
6220-8,1205
6222-4,1204
6223-2,1204
62236-5,7305
62237-3,270
62238-1,593
62239-9,1104
6224-0,1204
62240-7,1104
62241-5,1104
62242-3,1104
62243-1,1104
62244-9,1104
62246-4,1104
62247-2,1104
62249-8,1109
6225-7,1204
62250-6,1109
62252-2,1103
6226-5,1204
6227-3,1205
6228-1,1204
6229-9,1204
623-9,5210
6230-7,1205
6231-5,1205
6232-3,1204
6233-1,1204
6234-9,1204
6236-4,1204
6237-2,1205
6238-0,1204
62388-4,1577
6239-8,1204
624-7,5210
6240-6,1205
6241-4,1205
6242-2,1205
6244-8,1204
62456-9,390
6246-3,1205
62469-2,4122
6247-1,1204
6248-9,1205
6249-7,1205
625-4,5207
6250-5,1204
6251-3,1204
6252-1,1204
6254-7,1204
6256-2,1204
6257-0,1205
6258-8,1205
6259-6,1205
626-2,5209
6260-4,1204
6261-2,1204
6263-8,1204
6264-6,1205
6265-3,1204
6266-1,1205
6267-9,1204
6268-7,1205
6269-5,1204
627-0,5215
6270-3,1205
6271-1,1205
6272-9,1204
6273-7,1205
6274-5,1204
6275-2,1204
6276-0,1205
6277-8,1204
6278-6,1204
6279-4,1205
628-8,5215
6280-2,967
6281-0,1204
6282-8,1204
6284-4,1204
62848-7,1665
62849-5,1665
6285-1,1205
62857-8,1104
62858-6,1104
6286-9,1204
6287-7,1205
6288-5,967
6289-3,1533
630-4,5201
6301-6,127
6303-2,1020
6304-0,1204
6306-5,4206
63173-9,1204
6318-0,1301
6319-8,1301
63197-8,1201
63198-6,1201
63199-4,1202
632-0,5215
6320-6,1302
6321-4,1302
63211-7,1467
63217-4,1827
63220-8,1554
63221-6,1554
63222-4,1555
63223-2,1554
63224-0,1555
63225-7,1554
63226-5,1555
63227-3,1554
63228-1,1555
63229-9,1555
6323-0,5284
63230-7,1554
63231-5,1555
63232-3,1554
63233-1,1555
63234-9,1555
63235-6,1555
63236-4,1453
63237-2,1455
6324-8,1305
63262-0,1497
63274-5,1472
63275-2,1472
63278-6,1465
63280-2,1465
63284-4,1465
63285-1,1470
63286-9,1498
63287-7,1498
633-8,5215
6330-5,5219
63301-6,1498
63302-4,1498
63307-3,1456
63308-1,1456
6331-3,5207
63310-7,1463
63311-5,1463
63313-1,1451
63314-9,1452
63315-6,1452
63316-4,1457
63338-8,1457
63342-0,1456
63356-0,1465
63358-6,1465
63363-6,1488
63364-4,1488
6337-0,4317
63374-3,1204
63375-0,1827
6338-8,5204
63385-9,1554
63386-7,1554
6339-6,5291
63391-7,1456
63395-8,1472
634-6,5222
63408-9,1555
63409-7,1554
6341-2,5291
63410-5,1555
63411-3,1456
63433-7,5231
63436-0,967
6344-6,5291
63441-0,813
63443-6,4324
6345-3,5204
63456-8,1204
63457-6,1204
63458-4,1204
6346-1,5291
63462-6,4717
63463-4,1204
63473-3,1205
63474-1,1133
63476-6,1204
63477-4,1205
63478-2,1479
63479-0,1479
6348-7,5210
63482-4,1662
63484-0,1465
63487-3,5230
63488-1,5230
635-3,5222
6351-1,5291
6352-9,5291
63523-5,999
63524-3,1680
6353-7,5291
63534-2,1554
63535-9,1554
63548-2,1457
63549-0,1633
6355-2,5291
63552-4,1106
63554-0,220
63555-7,221
63556-5,1630
63557-3,4712
6356-0,5204
63561-5,1127
63562-3,1253
63565-6,274
6359-4,5207
636-1,5222
6360-2,237
6361-0,237
6362-8,5207
6363-6,5207
6364-4,237
6365-1,5207
6366-9,237
637-9,5219
6372-7,5291
6374-3,4323
6376-8,4227
6379-2,4227
638-7,5231
6381-8,4225
6386-7,5265
6391-7,4328
64-6,270
640-3,5231
64013-6,5207
64037-5,1205
6407-1,1333
6408-9,5291
64088-8,41
6409-7,5210
64094-6,41
641-1,5231
6411-3,4362
64125-8,671
64127-4,659
64128-2,673
64129-0,662
64130-8,1668
64131-6,659
64132-4,673
64133-2,1670
64136-5,671
64138-1,659
64139-9,673
6414-7,5291
6416-2,5291
6417-0,5291
6418-8,5291
642-9,5231
6420-4,1311
6425-3,3786
643-7,5224
6432-9,1755
6433-7,1754
6435-2,4241
6436-0,4240
6437-8,4241
6438-6,4242
644-5,5214
64412-0,5221
6445-1,5291
6447-7,5235
645-2,5210
6450-1,3337
6452-7,5291
6454-3,5231
6455-0,5201
6457-6,1453
646-0,5210
6460-0,5210
6461-8,5207
6462-6,5215
6463-4,5222
6464-2,5204
6465-9,5231
6466-7,5231
6467-5,5204
6468-3,5210
6469-1,5207
647-8,5210
6470-9,5207
6471-7,5215
6472-5,5215
6473-3,5215
6474-1,5204
6476-6,1758
6477-4,1759
6478-2,1757
6479-0,1756
64799-0,999
648-6,5210
6480-8,4252
64800-6,999
6486-5,5253
649-4,5207
6492-3,5291
6495-6,5291
64959-0,1205
64960-8,1205
64961-6,1204
64963-2,1205
64964-0,1205
64965-7,1205
64966-5,1205
64967-3,1204
64968-1,1205
64969-9,1204
6497-2,5291
64970-7,1204
64971-5,1204
64972-3,1204
64977-2,1204
64978-0,1204
64979-8,1204
64980-6,1204
64981-4,1204
64985-5,1204
64986-3,1204
65-3,270
650-2,5201
6501-1,5291
6502-9,5291
6504-5,5291
6506-0,5291
651-0,5201
6518-5,5291
6519-3,5291
652-8,240
653-6,5201
65318-8,1131
65319-6,1131
65320-4,1131
65321-2,1131
65322-0,1131
65323-8,1131
65324-6,1131
65325-3,1131
65326-1,1131
65327-9,1131
65328-7,1131
65329-5,1131
65330-3,1131
65331-1,1131
65332-9,1131
65333-7,1131
65334-5,1131
65335-2,1131
65336-0,1131
65337-8,1131
65338-6,1131
65339-4,1131
65340-2,271
654-4,5222
6543-3,5291
6544-1,250
6545-8,5210
6546-6,250
6548-2,4265
655-1,5222
6551-6,5291
6553-2,5291
6554-0,5291
6555-7,5291
6557-3,5291
6559-9,5291
656-9,5222
6562-3,1330
6563-1,4358
6564-9,5204
6565-6,5204
6566-4,5204
6567-2,5291
6569-8,1780
657-7,5222
6570-6,3778
6574-8,5207
6576-3,5207
65761-9,1122
65764-3,1205
65765-0,1205
65766-8,1204
65767-6,1204
65768-4,1204
65769-2,1205
65770-0,1205
65771-8,1205
65772-6,1204
65773-4,1205
65774-2,1205
65775-9,1204
65776-7,1204
65777-5,1204
65778-3,1204
65779-1,1204
6578-9,5219
65780-9,1204
65781-7,1204
65782-5,1204
65783-3,1204
65784-1,1204
65786-6,1205
65787-4,1205
65790-8,1204
65791-6,967
65792-4,1205
65794-0,1205
65795-7,1205
65796-5,1205
658-5,5222
6583-9,4204
6584-7,4204
659-3,5222
6591-2,1709
6594-6,286
6597-9,7335
6598-7,7335
6599-5,5291
66-1,277
660-1,5222
6605-0,5291
6607-6,5215
6608-4,4204
661-9,5222
6610-0,5291
6611-8,5291
6612-6,5291
66128-0,662
6613-4,5291
66134-8,1104
66135-5,1104
66136-3,1104
66137-1,1104
66138-9,1104
66139-7,1104
6614-2,5291
66140-5,1104
66141-3,1104
66142-1,1104
66143-9,1104
66144-7,1104
66145-4,1104
66146-2,1109
6615-9,5291
662-7,5222
6622-5,4344
6627-4,4355
6628-2,4355
6629-0,4355
663-5,5222
6630-8,4355
6632-4,4362
6633-2,6332
6634-0,3780
6636-5,3780
6637-3,3780
6638-1,3780
6639-9,3780
664-3,5222
6640-7,3780
6641-5,3780
6642-3,3780
6644-9,270
66445-8,1205
66446-6,1205
66447-4,1204
66448-2,966
66449-0,1204
66450-8,1204
66451-6,1205
66452-4,1205
66453-2,1131
66483-9,186
66484-7,1458
665-0,5222
6650-6,277
6652-2,270
6653-0,270
6654-8,277
6655-5,5215
6656-3,5215
6657-1,5215
6658-9,5215
6659-7,5215
666-8,5222
6661-3,5215
6662-1,5215
6663-9,5215
6664-7,5215
6665-4,5215
6666-2,5215
6667-0,5215
6668-8,5215
6669-6,5215
667-6,5222
6670-4,5215
6671-2,5215
66714-7,967
66715-4,967
66716-2,968
66717-0,968
6672-0,5215
6673-8,5215
6674-6,268
6675-3,5215
6676-1,287
66765-9,1633
66766-7,1633
66767-5,467
66768-3,1104
6677-9,5215
6679-5,5215
668-4,5222
6680-3,5215
6681-1,5215
6687-8,2013
66879-8,1498
66880-6,1498
66881-4,1498
66882-2,1498
66883-0,1498
66884-8,1498
669-2,5222
6690-2,1104
6691-0,1662
6694-4,1677
670-0,5222
6700-9,455
6701-7,455
6702-5,455
6703-3,455
6705-8,455
671-8,5222
6711-6,968
6712-4,968
67151-1,7335
6718-1,1205
6719-9,1205
672-6,5222
6724-9,1205
6726-4,1204
6728-0,966
673-4,268
6733-0,4347
6738-9,1204
674-2,5222
6740-5,967
6742-1,1104
6746-2,1104
675-9,286
676-7,5222
6766-0,455
6768-6,514
677-5,5222
6771-0,1807
6778-5,635
678-3,5222
6780-1,635
67805-2,4225
67806-0,4262
67807-8,4252
67808-6,4245
67809-4,4245
67810-2,4245
67811-0,4245
67812-8,4232
67813-6,219
67815-1,1754
6782-7,1385
6783-5,635
67837-5,5230
6785-0,1572
6786-8,570
6789-2,1572
679-1,5222
6792-6,1626
6793-4,1817
6794-2,635
6795-9,635
6799-1,663
68-7,270
680-9,5222
6800-7,75
6808-0,6307
6809-8,6307
681-7,5222
6815-5,1716
6818-9,6349
682-5,5222
6825-4,5231
6827-0,270
6829-6,968
683-3,5204
6830-4,1204
6831-2,1205
6832-0,1204
68324-3,192
6833-8,1204
6835-3,1205
68363-1,999
6837-9,1205
68377-1,1456
6838-7,1204
68383-9,5231
68386-2,1497
68387-0,1521
68388-8,1555
68389-6,1555
6839-5,1204
684-1,5210
6841-1,1205
6842-9,1205
68437-3,1104
6844-5,967
6845-2,966
68452-2,1521
68453-0,1521
6846-0,966
6847-8,1204
6848-6,1205
685-8,5209
6850-2,1205
6851-0,968
6852-8,1205
6853-6,1205
6854-4,1205
68545-3,5231
6855-1,1204
6856-9,1205
6857-7,1204
6858-5,1205
6859-3,1204
686-6,5253
6860-1,1204
6862-7,1204
6863-5,1104
6864-3,1115
6865-0,991
6866-8,461
6867-6,991
6869-2,461
687-4,5253
6874-2,624
6875-9,7321
6877-5,638
6878-3,638
6879-1,7420
688-2,5204
6884-1,991
68902-6,221
68903-4,220
6891-6,701
68912-5,220
68916-6,1020
6892-4,1207
68923-2,1823
6893-2,1500
68930-7,611
68931-5,477
68937-2,1492
6894-0,4117
68948-9,4312
6895-7,1673
68956-2,1555
68958-8,5201
68959-6,5201
6896-5,1662
68964-6,1146
68965-3,1146
68966-1,4247
68967-9,1131
68968-7,1131
68969-5,1127
6897-3,1665
68972-9,1204
6898-1,1678
6899-9,1671
69-5,270
690-8,5204
69002-4,4127
69003-2,1104
6901-3,703
6906-2,1665
691-6,5204
6912-0,1308
6913-8,1308
6914-6,1308
6915-3,3309
6916-1,3309
6917-9,3309
6919-5,1307
692-4,5223
6920-3,1307
6923-7,1489
6927-8,163
6928-6,1452
6929-4,679
693-2,5204
6932-8,270
6933-6,270
69369-7,1141
69370-5,1151
69371-3,1151
69373-9,1131
694-0,5205
6940-1,1626
6941-9,635
69419-0,996
6942-7,635
69420-8,3786
69421-6,1205
69423-2,182
69424-0,1418
6946-8,665
6948-4,1671
695-7,5231
6953-4,1662
6954-2,1252
6955-9,1252
69564-3,5204
69568-4,5204
696-5,5209
697-3,5204
6975-7,270
6976-5,270
6977-3,270
6978-1,5280
6979-9,270
69797-9,1662
6980-7,270
69806-8,1657
69807-6,657
69808-4,657
6981-5,270
6982-3,270
6983-1,270
6984-9,270
6985-6,270
6986-4,270
6987-2,270
6988-0,270
6989-8,270
699-9,5222
6990-6,270
6991-4,270
6992-2,270
69922-3,1202
69923-1,1253
69926-4,1253
69929-8,3787
6993-0,270
69931-4,1202
6994-8,270
69946-2,1251
6995-5,270
69952-0,1472
69957-9,1463
69958-7,1202
69959-5,1201
6996-3,270
69960-3,1201
69962-9,3787
6997-1,270
6998-9,270
6999-7,270
70-3,277
700-5,5291
7000-3,270
7001-1,270
7002-9,270
70028-6,1104
7003-7,270
7004-5,270
7005-2,270
70051-8,1201
7006-0,270
70061-7,24
7007-8,270
7008-6,270
7009-4,270
7010-2,270
7011-0,270
7012-8,270
70122-7,5231
70123-5,5231
70124-3,5222
70125-0,5222
7013-6,5280
70131-8,3318
70132-6,3318
70133-4,3318
70134-2,3318
70138-3,659
70139-1,672
7014-4,5280
70140-9,662
70141-7,667
70142-5,667
70143-3,659
70145-8,659
70146-6,659
70147-4,659
70148-2,659
7015-1,270
70150-8,659
70151-6,659
70155-7,672
7016-9,270
7017-7,270
7018-5,270
7019-3,270
702-1,1104
7020-1,270
70200-1,996
70209-2,1813
7021-9,5280
7022-7,270
7023-5,270
70239-9,1136
7024-3,270
70241-5,4122
7025-0,5280
70252-2,1800
70253-0,1800
70257-1,1457
7026-8,270
70265-4,691
7027-6,270
7028-4,270
7029-2,270
703-9,1104
7030-0,270
7031-8,270
7032-6,270
7033-4,270
7034-2,270
7035-9,270
7036-7,270
7037-5,270
7038-3,270
7039-1,270
704-7,1104
7040-9,270
7041-7,270
7042-5,270
7043-3,270
7044-1,270
7045-8,270
7046-6,270
7047-4,270
7048-2,270
7049-0,270
705-4,1104
7050-8,270
7051-6,270
7052-4,270
7053-2,270
7054-0,270
7055-7,270
7056-5,270
7057-3,270
7058-1,270
7059-9,270
706-2,1104
7060-7,1204
7062-3,1204
7063-1,1204
7064-9,1204
7065-6,1204
7067-2,1204
7068-0,1204
7069-8,1205
707-0,1104
7072-2,1205
7073-0,1204
7079-7,1205
708-8,1104
7081-3,1205
70854-5,5291
70855-2,5291
709-6,1104
7090-4,1204
70908-9,5291
7091-2,1205
7093-8,1204
7094-6,1205
7095-3,1204
70970-9,1573
7099-5,1205
7101-9,1204
7105-0,1204
711-2,1104
7110-0,1204
7116-7,1204
7117-5,1202
7118-3,1205
712-0,1104
7120-9,1205
7121-7,1204
7122-5,1204
7123-3,1204
7124-1,1204
7125-8,1205
7129-0,1205
713-8,1104
7131-6,1205
7133-2,1205
7135-7,1205
71369-3,1104
71370-1,1202
71371-9,1201
71373-5,1201
71374-3,1202
71375-0,1201
71376-8,1201
7138-1,1204
714-6,1104
7140-7,1205
71425-3,1821
71426-1,1804
71427-9,1022
71431-1,24
7146-4,1205
7147-2,1204
7148-0,1205
7149-8,1204
715-3,1104
7151-4,1205
7152-2,1205
7155-5,1204
71593-8,1518
716-1,1110
7160-5,1205
7164-7,1204
7166-2,1204
7167-0,1204
7169-6,1205
71691-0,1104
71692-8,1104
71693-6,1104
71694-4,1109
71695-1,1104
71709-0,1711
7171-2,1204
71710-8,1711
71713-2,1527
7178-7,1205
71783-5,1709
7179-5,1205
718-7,1104
71805-6,476
7187-8,1205
7189-4,1204
7192-8,1204
7195-1,1204
7196-9,1204
7199-3,968
72-9,270
7200-9,1204
7201-7,1205
7203-3,1205
7206-6,1205
7209-0,1205
7212-4,1205
7214-0,1205
7215-7,1205
72161-3,5222
72162-1,5222
72163-9,5222
72168-8,274
72174-6,4266
7220-7,1204
7221-5,1205
72219-9,219
72220-7,219
72223-1,5201
72224-9,5201
7225-6,1205
72259-5,4117
7226-4,1205
72265-2,3733
72266-0,1730
72277-7,5204
72279-3,1201
72330-4,70
72337-9,1026
7234-8,1205
72342-9,70
72343-7,5205
72357-7,5222
7236-3,1204
72362-7,219
72365-0,4240
7237-1,1204
72373-4,4204
72374-2,4204
72375-9,5201
72376-7,3784
72377-5,1668
72378-3,662
72380-9,662
72381-7,662
72388-2,659
72392-4,462
72396-5,1674
72397-3,1672
72398-1,1673
72399-9,1673
72405-4,1659
72408-8,5203
7243-9,1205
7244-7,1205
72451-8,672
72452-6,673
72453-4,1670
72454-2,673
72455-9,673
72456-7,667
7248-8,1204
72491-4,1630
72499-7,1630
725-2,640
7250-4,1204
7251-2,1204
72515-0,1463
72523-4,7890
72524-2,1498
7254-6,1204
7255-3,1204
72576-2,7320
7258-7,1205
72582-0,570
72590-3,570
72594-5,570
72598-6,570
72607-5,5204
72610-9,1668
72611-7,667
72612-5,667
72613-3,662
72614-1,667
72615-8,667
72616-6,667
72619-0,659
7262-9,1205
72621-6,659
72627-3,672
72628-1,672
72629-9,672
72630-7,672
72631-5,672
72632-3,672
72633-1,667
72634-9,667
72635-6,673
72646-3,1633
72647-1,1633
7265-2,1205
72656-2,1662
72658-8,1665
72666-1,1662
72667-9,1377
72668-7,1665
72669-5,1665
7267-8,1204
72672-9,1662
72673-7,335
72677-8,1660
72678-6,1665
72679-4,1630
7270-2,1205
7271-0,1204
7272-8,1204
72720-6,999
72721-4,999
72724-8,1456
7273-6,1204
72733-9,659
72734-7,659
72735-4,659
72736-2,659
72737-0,659
72738-8,662
72739-6,1668
7274-4,1204
72740-4,659
72741-2,659
72742-0,659
72744-6,659
72746-1,659
72747-9,659
72748-7,662
72749-5,659
7275-1,1204
72750-3,659
72751-1,659
72752-9,659
72753-7,659
72754-5,662
72755-2,1669
72756-0,662
72757-8,662
72758-6,659
72759-4,659
72760-2,659
72762-8,659
72763-6,659
72764-4,659
72765-1,659
72766-9,659
72768-5,662
72769-3,662
72770-1,662
72771-9,662
72772-7,665
72773-5,665
72774-3,665
72775-0,665
72784-2,665
72785-9,665
72792-5,659
72793-3,659
72794-1,659
72795-8,659
72796-6,659
72797-4,659
72798-2,659
728-6,1104
7280-1,1205
72801-4,659
72810-5,671
72811-3,671
72812-1,665
72813-9,665
72814-7,665
72815-4,665
72819-6,1661
72825-3,659
7287-6,1204
72873-3,330
7288-4,1204
72885-7,4247
72893-1,269
72894-9,5278
729-4,1104
7291-8,1205
72928-5,673
7296-7,1205
73-7,270
730-2,1104
7302-3,1204
7304-9,1205
7307-2,1204
7309-8,1204
731-0,1104
7310-6,1204
7311-4,1205
7312-2,1204
7316-3,1205
732-8,1104
7326-2,1204
7327-0,1204
733-6,1104
7332-0,1205
7333-8,1204
7335-3,1205
7337-9,1204
734-4,1104
7340-3,1205
7345-2,1205
7346-0,1204
7347-8,1204
735-1,1104
7355-1,1204
73556-3,163
73559-7,1745
7356-9,1204
73571-2,1626
73584-5,664
73585-2,271
73586-0,269
73587-8,269
73589-4,269
73591-0,269
73592-8,269
73593-6,269
73594-4,269
73595-1,271
73596-9,269
73597-7,269
73598-5,269
73599-3,269
736-9,1104
7360-1,1204
73600-9,269
73601-7,269
73602-5,269
73603-3,269
73604-1,269
73605-8,269
73606-6,269
73607-4,5280
73608-2,5278
73609-0,5278
73610-8,5278
73611-6,5278
73612-4,5278
73613-2,5278
73614-0,5278
73615-7,5278
73616-5,5278
73617-3,5280
73618-1,5278
73619-9,5278
7362-7,1204
73620-7,5278
73621-5,5278
73622-3,5278
73623-1,5278
73624-9,5278
73625-6,5278
73626-4,5278
73627-2,5278
73628-0,5278
73629-8,271
73630-6,269
73631-4,269
73632-2,269
73633-0,269
73634-8,269
73635-5,269
73636-3,269
73637-1,269
73638-9,269
73639-7,269
73640-5,271
73641-3,269
73642-1,269
73643-9,269
73644-7,269
73645-4,269
73646-2,269
73647-0,269
73648-8,269
73649-6,269
73650-4,269
73651-2,269
73652-0,5278
73653-8,269
73665-2,269
73667-8,5292
73668-6,5292
73669-4,5292
7367-6,1204
73670-2,5292
73673-6,1334
73674-4,5249
73677-7,340
73680-1,1377
73683-5,1657
73687-6,659
7369-2,1204
73692-6,664
73694-2,5219
737-7,1104
73710-6,1201
73711-4,1202
73712-2,1202
73713-0,1201
73714-8,1202
73715-5,1202
73716-3,968
73717-1,1202
73718-9,968
73719-7,1202
73720-5,968
73721-3,968
73732-0,24
7375-9,1204
7376-7,1204
738-5,1104
7380-9,1205
7381-7,1204
7382-5,1205
73828-6,1662
7383-3,1204
73833-6,1336
73837-7,1202
7384-1,1205
73841-9,461
73842-7,461
73843-5,461
73847-6,455
73848-4,455
73849-2,455
73856-7,455
73857-5,455
73858-3,455
73862-5,461
73863-3,461
73864-1,461
73887-2,461
73888-0,461
73889-8,461
7389-0,1204
73890-6,461
73891-4,461
73892-2,461
73893-0,461
73894-8,461
73895-5,1109
739-3,1104
73908-6,991
7393-2,1204
73932-6,1659
73935-9,1659
73937-5,1659
73938-3,1659
7394-0,1204
7395-7,1204
73959-9,24
7397-3,1204
73973-0,1659
73978-9,192
7398-1,1204
7399-9,1204
74-5,277
740-1,1104
7400-5,1204
7404-7,1204
7405-4,1204
7407-0,1204
74089-4,638
74090-2,638
74091-0,638
74096-9,1377
74097-7,1377
741-9,1104
7412-0,1205
7413-8,1204
74130-6,1659
74138-9,1104
7415-3,1204
7416-1,1204
74167-8,659
74168-6,662
74169-4,659
74170-2,5278
74184-3,1104
742-7,1104
7420-3,1205
7421-1,1204
74228-8,1101
7425-2,1204
7428-6,1204
7429-4,968
743-5,1104
7430-2,968
7431-0,968
7432-8,1205
7434-4,1204
74347-6,1104
7435-1,1204
74357-5,1104
7436-9,1204
7437-7,1204
74386-4,664
74387-2,664
74388-0,664
74389-8,1665
7439-3,1205
74394-8,1104
74399-7,1104
744-3,1104
74400-3,1104
74401-1,1104
74402-9,1104
74403-7,1104
74425-0,1104
74426-8,1101
74427-6,1104
74428-4,1104
